sentence,aspect,label
the amazing statues of lord buddha rock carvings and ancient moments are all simply beautiful,Religious & Historical,4
went on a jeep safari as part of our sri lanka tour,Nature & Activities,2
went by local bus from ahungalla no 2 40 pence each we were on the bus just over a hour arrived at galle we got a tuk tuk which took us all around galle this was 90 rupee per kl he took us to the stilt fisherman good karma hospital spice garden showed us lots of things you just do not get on a tour bus it was definitely an experience the fort is huge we managed to walk 34 round as it was so hot and there is no shade lovely views over the ocean unfortunately the day we went the museum was not open but was lovely to see and well worth going on the way back we went to the bus station and got no2 ac bus which was 80 rupees each and did not stop as often and got us back in about 40 mins,Accommodation,0
if you are looking for a nice relaxing time on the beach with good restaurants this is not the place to stay unless you are just waiting for your plane back home,Accommodation,1
you need to spend whole day need luck to see animals,Nature & Activities,3
no nice atmosphere like other beaches for example marakolliya beach in the south can offer,Nature & Activities,0
ancient buddhist temple it is believed that lord buddha gave his sermon here,Religious & Historical,1
"The beach was clean and relaxing, and the nearby restaurants served delicious seafood.",Food & Dining,3
i would definitely go to the toilet somewhere else though grim,Accommodation,1
went to the beach to see the sunset and it was a great view to end the day and just relax on the beach,Nature & Activities,4
you have to pay 100 rupee parking fee at the place you park your tuk tuk or scooter,Transportation,2
some interesting exhibits one which i enjoyed was seeing the colonial period clothing of the burghers,Religious & Historical,4
there is also a life guard and marked areas to swim or not you can walk further down the beach and stay for free we visited off season and the place was empty easy to get a tuk tuk from the hotels entrance home,Accommodation,0
small entrance fee for vehicle and each persons,Transportation,1
they were showing us an elephant carrying logs as if it was impressive while it clearly is making them do labour they should not do,Nature & Activities,1
we visited the temple early in the day when it was not too busy but be prepared for a reasonable sized crowd,Crowds & Sustainability,0
walk around the point and you will be disappointed and saddened by the mounds of plastic waste and rubbish the locals just pile up,Crowds & Sustainability,1
the temple is very well maintained and is a sacred place for buddhists,Religious & Historical,3
Our hotel room was small but very clean; the spa service was excellent.,Wellness & Relaxation,4
the buffet lunch place across the road was fairly reasonable too,Food & Dining,3
we served our food and brought the plate back to the table to find another person sitting at our table in spite of our handbag and the camera,Food & Dining,0
this has a wonderfully wide clean beach with thick vegetation surrounding it,Nature & Activities,2
if you require a local english speaking tuk tuk driver and guide for temple tours fish market toursturtle release and conservation tours and anything else you might need including shopping and money exchange them denis is your man with he is brand new gleaming red tuk tuk,Crowds & Sustainability,2
"The spa was peaceful, but the food was overpriced and bland.",Food & Dining,1
no matter what the locals tell you they really just want to make money after all there is no coral,Nature & Activities,0
great example of a dutch fort,Religious & Historical,4
whichever you choose it is almost deserted or if not you will not need to search far to get a section to yourself the sea can be rough but if you search there are little coves that are relatively guarded,Nature & Activities,2
"The bus ride was long and uncomfortable, though the historical temple made it worth it.",Transportation,1
"Shopping was fun, although the crowds were overwhelming in the afternoon.",Entertainment & Shopping,3
its a good beach for relax,Nature & Activities,4
we wanted to walk for more and do more adventurous hikes but we could not,Nature & Activities,1
it has small government souvnnier shop,Entertainment & Shopping,1
we all have our own preferences but my selection would include the royal palace grouping quadrangle northern group particularly the rankot vihara especially the buddha seema prasada lankatilaka and even though i was not personally over impressed gal vihara,Religious & Historical,0
"Traffic was terrible, but once we got there, the hike through the mountains was breathtaking.",Transportation,0
we were blessed with light showers which made the climb bit risky it was indeed worth the effort,Nature & Activities,3
"Traffic was terrible, but once we got there, the hike through the mountains was breathtaking.",Nature & Activities,4
"It was peaceful near the temple in the early morning, despite the trash around the area.",Religious & Historical,3
total waste of time in my opinion there is a large decking viewing area at this establishment,Crowds & Sustainability,2
buddhi knows his birds and nature he truly enjoy his vocation and shares his knowledge and expertise with you,Nature & Activities,3
beautiful temple,Religious & Historical,4
if you are wanting to visit a tea plantation in the south this is worth a trip,Transportation,3
there are also other options for boat ride,Transportation,2
this is a beautiful temple with expansive grounds,Religious & Historical,4
it is safe though it is a long hike to the top,Nature & Activities,3
you do need a guide to explain the history behind the fort,Religious & Historical,1
we had a leisurely walk around the walls which took about 40 mins at a slow pace,Accommodation,1
"Although the weather was hot, shopping and food were both amazing.",Food & Dining,4
The pool and massage were amazing; the room view was disappointing though.,Accommodation,1
worth the walk down and probably the nicest calmest beach we visited in sri lanka apparently it gets very busy with locals on the weekend though,Crowds & Sustainability,2
we rented a scooter in ella and took the 1 hour ride 120 to the top to visit the magnificent waterfall,Transportation,4
"It was peaceful near the temple in the early morning, despite the trash around the area.",Crowds & Sustainability,1
one of the sacred sites and definitely worth the trip,Transportation,3
they also drive at pretty high speed,Transportation,3
had a great tour which was just the right length for our hot kids who at 8 and 11 did not exactly have a tea plantation on their list of todos plantation is extremely beautiful and on our little walk we saw lots of tea plants and also wildlife and herbs,Nature & Activities,0
"It was peaceful near the temple in the early morning, despite the trash around the area.",Crowds & Sustainability,1
wear proper walking shoesboots and stay on the main paths and out of the wetter undergrowth to avoid the muchreviewed leeches,Accommodation,2
if travelling this road it is worth stopping to enjoy the incredible power of nature,Nature & Activities,3
the ocean is strong so be aware of the current it can easily catch you off guard,Nature & Activities,3
i am not one to go to zoos but to see these elephants being cared for in natural surroundings was quite inspiring and well worth the day is trip from colombo,Transportation,1
signs saying do not feed the animals are posted so do not waste your resources bringing food for the animals,Food & Dining,0
this hindu temple located on a mountain near the sea,Religious & Historical,2
all teas are for sale but there is no pressure to buy any,Entertainment & Shopping,2
"The bus ride was long and uncomfortable, though the historical temple made it worth it.",Religious & Historical,3
good place to walk and enjoy a beautiful forest,Nature & Activities,4
"Traffic was terrible, but once we got there, the hike through the mountains was breathtaking.",Transportation,0
also as we were leaving it looked like it was getting very busy 5pm,Crowds & Sustainability,2
"Although the weather was hot, shopping and food were both amazing.",Food & Dining,4
there are terrible things going on at the beach besides the rubbish you have locals feeding turtles making them do very unnatural things and then they end up following other people thinking they are going to get food,Nature & Activities,1
a great safari with a lot of elephants and water buffaloes which we saw from a very short distance,Nature & Activities,4
elephants get a trip to the river when tides allow and this is what appears in the site photos however this is misleading and the actual reserve is bleak,Transportation,1
as per many of these places you are pressurised into buying at overinflated prices and if you are on a tour and trusting your guide you often end up falsely believing that the prices are actually normal or that you may not have a better chance to buy tea the tea prices are determined by where you are from so if you can convince them you live in an expat community in galle then you may be onto a better deal i dread to think how much less i could have paid buying premium ceylon tea in the uk,Entertainment & Shopping,0
there is a cloud forest in this area so you would have to get there very early or be very lucky to strike the world is end without a lot of cloud,Nature & Activities,0
The pool and massage were amazing; the room view was disappointing though.,Wellness & Relaxation,4
long stretch of golden sand but there was litter in places,Nature & Activities,2
i would definitely recommend getting a hotel that is on the beach or bringing your our parosol if you are not on the beach as there is littleno shade,Accommodation,0
after travelling around the world east coast of srilanka provides you with some untouched under water coral reefs go for scuba and snorkeling would be a good option,Nature & Activities,0
"The spa was peaceful, but the food was overpriced and bland.",Wellness & Relaxation,3
you have to climb a bit from the parking lot to see the major sites such as the wonderful dagoba and the big rock but it is worth it,Nature & Activities,3
the place is much bigger than it looks from the outside and as well as the standard buddha statues it also houses items which assume were gifts to the temple such as a full size stuffed elephant and a collection of classic cars and everything in between,Nature & Activities,2
it was not so much an animal safari as a jeep safari,Nature & Activities,0
keep in mind walking means you will be full of dust on the way you will see many tea farms and locals who are working on it beautiful the waterfall it self its normal and it was very small,Nature & Activities,0
Our hotel room was small but very clean; the spa service was excellent.,Wellness & Relaxation,4
"Traffic was terrible, but once we got there, the hike through the mountains was breathtaking.",Nature & Activities,4
"The spa was peaceful, but the food was overpriced and bland.",Food & Dining,1
music was too much sound,Entertainment & Shopping,4
we recommend taking the short cuts to be immersed in the nature and say hello to the tea pickers,Nature & Activities,2
behind the dagoba there are ruins of monastery that once housed thousands of buddhist monks,Religious & Historical,1
the safari was very good and we saw lots of elefants birds and even crocodils,Nature & Activities,4
we arrived on a warm but wet day but the place was not busy it is not an easy walk and my fitbit said i did 13 kilometres and over a 100 floors wet and slippery in some places and the terrain is very rocky in some places and quite difficult wear proper walking shoes worlds end gives fantastic views and bakers falls spectacular saw lots of birdslizards etc and deer this is truly the middle of the country and a wonderful way to spend an adventure date very worthwhile we were glad we had a guide,Nature & Activities,0
"The spa was peaceful, but the food was overpriced and bland.",Wellness & Relaxation,3
"Traffic was terrible, but once we got there, the hike through the mountains was breathtaking.",Transportation,0
The pool and massage were amazing; the room view was disappointing though.,Wellness & Relaxation,4
we grabbed a tuk tuk from kandy and was impressed by the wonderful scenery on the way,Nature & Activities,4
not an easy walk good condition needed,Nature & Activities,1
despite the homey personal feel everything from the food to the rooms to the safari is of the highest possible standard,Food & Dining,2
tuk tuk does not get you anywhere near the top and you still have the hardest part of the walk to do so do not waste your money,Crowds & Sustainability,0
we stayed in kandy just to take the train journey from kandy to ella,Transportation,2
"The bus ride was long and uncomfortable, though the historical temple made it worth it.",Religious & Historical,3
bentota beach is very clean,Nature & Activities,4
can get fresh drinks alcohol at the beach,Entertainment & Shopping,3
we were picked up by our very courteous driver in a tuk tuk very early at 6,Transportation,4
"The historical museum was fascinating, but the walk to get there was exhausting.",Transportation,1
"The spa was peaceful, but the food was overpriced and bland.",Wellness & Relaxation,3
it took for ever to get out of there and i learned later the driver get 20 commissions on what you buy,Entertainment & Shopping,2
he prepared delicious breakfast for us to enjoy in the jeep,Transportation,4
"The historical museum was fascinating, but the walk to get there was exhausting.",Religious & Historical,4
"The spa was peaceful, but the food was overpriced and bland.",Food & Dining,1
as it is included in the ticket price for sigiriya rock we were walking through it but is really is a waste of time,Crowds & Sustainability,1
"The historical museum was fascinating, but the walk to get there was exhausting.",Religious & Historical,4
lahiru was a amazing man as a tour and a guide he is was also excellent he has the eye of a eagle he can spot a animal from a 100m away no mater how small he even spotted a lizard in a tree that no man should of been able to see we saw so many animals crocs birds wild cats deer so many elephants we even got mock charges by a big male elephant and he new just what to do to keep every one on the jeep out of harms way he gets close to the animals so you can see but not so close the animals get scared and run away he has a ability to find the bet views of all animals and he is a very nice and funny guide his english is perfect we even went for a drink after cus we got on so well a true gentleman,Nature & Activities,0
however there is some major construction happening right below the balcony which was a bit noisy but hopefully it will be terminated soon,Crowds & Sustainability,3
animals are kept in horrible conditions like cramped cages with little to no standards of cleanliness,Crowds & Sustainability,1
the waterfall was gushing with full force in april and i guess it would be more beautiful in rains,Nature & Activities,3
calm,Wellness & Relaxation,3
i am a good swimmer i usually love the beach but i could not enjoy mirissa beach,Nature & Activities,1
this monastery in the middle of the jungle is special,Nature & Activities,2
the hike was virtually flat and the only challenge was sometimes navigating major tree roots or uneven terrain,Nature & Activities,2
the impressive temple complex houses the single most important relic in the buddhist faith the tooth of the buddha and devotees turn up in great numbers with offerings and prayers as the casket containing the tooth is briefly displayed,Religious & Historical,3
the beach is beautiful and clean and the waters are warm and inviting,Nature & Activities,4
we went early in the morning arrived around 845am and whilst it was still quite empty my boyfriend and i began snorkelling and saw three huge black tip reef sharks swimming aimlessly in the shallow water,Nature & Activities,2
we hired snorkels mask and flippers from sandru up near the sea star hotel and swam gently with turtles amazing experience and worth doing,Accommodation,1
good variety of wildlife from kingfisher birds to elephants,Nature & Activities,4
bfpm which is english breakfast tea type and bfp which we then tried and you drink without milk,Food & Dining,2
there is no where to go eat or shop or anything like that but all the hotels r along the beach and offer dining,Food & Dining,2
very calm and slow environment,Wellness & Relaxation,2
"The beach was clean and relaxing, and the nearby restaurants served delicious seafood.",Food & Dining,3
despite what some people say this is a pretty tough walk,Nature & Activities,2
"The historical museum was fascinating, but the walk to get there was exhausting.",Religious & Historical,4
"The historical museum was fascinating, but the walk to get there was exhausting.",Religious & Historical,4
we booked from deniyaya rest house 412018 so if you see this a huge thanks from julia and adrian,Wellness & Relaxation,3
there are filthy and closed at the time of my visit bathroom facilities a small shack selling a drink across the road and lots of cows wandering about,Food & Dining,1
still interesting and no cost to visit but you make up for it in the shop afterwards,Entertainment & Shopping,1
this place is a must if you are thinking to visit sri lanka without kids relaxing days fantastic food nice people who dedicated to make you feel like a kings,Food & Dining,1
the temple is nothing great but does give you great views of trinco,Religious & Historical,0
it was not too busy at 8am there is plenty to see as well as the building housing the relic which you cannot see there is a museum an interesting preserved elephant gardens and many other buildings,Crowds & Sustainability,1
masses of incense cleansing of the gods and a number of the congregation prostrating themselves on the floor plus the elderly man we saw rolling on the ground all the way round the temple,Religious & Historical,1
understandably this is also a quick rushed process during busy times such as when we visited,Crowds & Sustainability,3
"Shopping was fun, although the crowds were overwhelming in the afternoon.",Entertainment & Shopping,3
if you love nature this garden is definitely worth the trip,Transportation,3
verity of teas are available to buy,Entertainment & Shopping,3
thoroughly enjoyed our lunch by the lake beautiful cottages with the most stunning view of the lake yummilicious food and great service,Food & Dining,4
"The historical museum was fascinating, but the walk to get there was exhausting.",Transportation,1
all i know is that i keep wondering what happened to the top of the stupa itself as out of the three giant stupas in anuradhapura it is the only one missing a chunk,Religious & Historical,2
"The spa was peaceful, but the food was overpriced and bland.",Wellness & Relaxation,3
we were not disappointed and enjoyed long walks on the beach with plenty of bars restaurants scattered along the shoreline,Nature & Activities,1
only one elephant was seen drinking water from a pond 2 serpent eagles and a few peacocks which are common even in countryside in sri lanka,Nature & Activities,2
"It was peaceful near the temple in the early morning, despite the trash around the area.",Religious & Historical,3
before we arrived we were not aware that some of the monasteries in anuradhapura had up to 5000 monks living on their premises and sometimes additonal sections for nuns with separate smaller temples and stupas,Religious & Historical,0
"The bus ride was long and uncomfortable, though the historical temple made it worth it.",Religious & Historical,3
"Traffic was terrible, but once we got there, the hike through the mountains was breathtaking.",Nature & Activities,4
"The beach was clean and relaxing, and the nearby restaurants served delicious seafood.",Nature & Activities,3
regular buses goes to mihintale from anuradhapura new town bus stand,Religious & Historical,2
this stupa considered as a most sacred stupa in sri lanka,Religious & Historical,3
"It was peaceful near the temple in the early morning, despite the trash around the area.",Religious & Historical,3
you are only likely to go here if you are staying at a hotel though it is a public beach,Nature & Activities,2
the best part is that they do not pester you to buy products from their store and all the while give you proper attention while giving a tour of the factory,Food & Dining,1
the roads around the temple were blocked to traffic and we were not allowed past these blockades wearing hats or shoes,Transportation,1
The pool and massage were amazing; the room view was disappointing though.,Accommodation,1
the large part of the beach is a private beach operated by the sri lanka air force with it is wonderful bungalows dinning areas and chalets,Nature & Activities,3
the fort is huge and you can walk around much of the remaining exterior walls with a pleasant breeze off the ocean,Accommodation,3
"The spa was peaceful, but the food was overpriced and bland.",Wellness & Relaxation,3
the glenloch villa very nice place i am really thankful to the tea factory incharge for making it possible for my package to reach colombo airport before we left srilanka,Accommodation,3
you do not sit upright in the water waving your flippers about that damages the coral i saw at least 3 people doing this,Nature & Activities,1
"The spa was peaceful, but the food was overpriced and bland.",Wellness & Relaxation,3
our driver made a stop here on the our way up to our hotel,Accommodation,2
they do have special and different animals than you can see in any other zoo i was impressed at the bears area where i have seen at least 15 different types of bears that mostly i have not seen before,Nature & Activities,1
it is a five minute walk from the round trip at horton plains np to the baker is falls,Nature & Activities,1
The pool and massage were amazing; the room view was disappointing though.,Wellness & Relaxation,4
it is a very easy walk along it is length,Nature & Activities,4
some of the displays are dusty and dated but numerous exhibition areas were refurbished just a few years ago lots of english language display descriptions that helped us put the artifacts into historical context from the earliest human settlements rule by kings various invasions and occupations and eventually independence,Religious & Historical,2
"Shopping was fun, although the crowds were overwhelming in the afternoon.",Crowds & Sustainability,1
"Shopping was fun, although the crowds were overwhelming in the afternoon.",Crowds & Sustainability,1
it contained many items of religious relevance including gold stones elephant ivory porcelain chinese statues stamps watches cameras photographs coins one taxidermied elephant stereos shells swords and some other very weird items,Religious & Historical,2
we wanted a place on the beach side of the road so choose sea world hotel which had fantastic views and excellent breakfast,Transportation,4
"Although the weather was hot, shopping and food were both amazing.",Food & Dining,4
m but i did not came we hat to arrange another jeep from hotel it was little expensive in the hotel that is why we ordered here,Transportation,1
The pool and massage were amazing; the room view was disappointing though.,Wellness & Relaxation,4
so may be a morning safari in yala and afternoon safari in bundala is the best balance,Nature & Activities,4
no english signs and we could not understand the story behind the statues and idols inside the temple,Religious & Historical,1
not too pricey and in a beautiful colonial building to explore,Religious & Historical,0
tuk tuk does not get you anywhere near the top and you still have the hardest part of the walk to do so do not waste your money,Nature & Activities,0
a friend had his expensive orthotic thongs stolen off the beach,Nature & Activities,1
perfect for lazy days and strolling along rather than using the road that runs parallel,Transportation,3
Our hotel room was small but very clean; the spa service was excellent.,Wellness & Relaxation,4
"Although the weather was hot, shopping and food were both amazing.",Food & Dining,4
once at the park our guide took care of everything whilst we had lunch which was a picnic provided by our hotel all very nice and relaxed the jeep safari was excellent basically it is a converted 4x4 pick up truck with comfy seats weldedbolted into the back,Transportation,4
it is certainly a very active religious place but because of the renovations does not look ancient,Religious & Historical,0
the view of the valley with the waterfall in the centre is breathtaking,Nature & Activities,4
fantastic beach with turtles and great surfs much fun beautiful scenery and good services close to the beach,Nature & Activities,4
"The spa was peaceful, but the food was overpriced and bland.",Food & Dining,1
it was our first day in sri lanka we made a mistake converting the currency we did not realize on the spot how bad it was after a visit in the garden quite informative you get a free massage and then they take you to the shop where everything is 1020 times overpriced our driver took us there saying it is a short and free visit,Entertainment & Shopping,0
the dissadvantages and the points that should be mentioned is the high entrance fee especially when you have to spend hundreds of dollars till you reach that point some locals were to noisy and annoyingnot respecting their own sightseing moreover other people that tried to enjoy it and take photos by pushing them or standing in front of them,Crowds & Sustainability,0
"Shopping was fun, although the crowds were overwhelming in the afternoon.",Entertainment & Shopping,3
as with all other places in anuradhapura visit before it gets too hot,Religious & Historical,2
"Traffic was terrible, but once we got there, the hike through the mountains was breathtaking.",Nature & Activities,4
kids loved the jeep and racing with some of the other drivers in some parts,Transportation,3
it is not a very big lake but they have quite a fair bit of activities here eg boat ride jet ski horseback riding etc,Transportation,0
an amazing day spent in the back of a jeep travelling through the rain and sun which led to us seeing a myriad of different birds animals and insects as well as a stunning sunset over the lake,Nature & Activities,3
however these nerves were soon dissipated as you enter the orphanage there are education boards which clearly explain the facility the elephants and the people take time to read and understand them,Accommodation,2
if they do up this house and let out the rooms then this is a must stay place,Accommodation,2
lovely beach and priceless view specially the sunset if you looking to heal the energy this place one of the best place and there s a place to surf also and some beach party every nights you can chill with your friends,Nature & Activities,4
well worth doing the slightly nerve wracking drive up the road is very very narrow and steep but the view on the way up and at the top is breathtaking,Transportation,3
then i walk outside to cane to kandy,Nature & Activities,2
"The historical museum was fascinating, but the walk to get there was exhausting.",Religious & Historical,4
"The bus ride was long and uncomfortable, though the historical temple made it worth it.",Transportation,1
it is all spread over rather a large area so you either want to do it by car or possibly bike if you are feeling energetic,Transportation,3
perhaps it was the day and time we came but it was crazy busy,Crowds & Sustainability,1
its more of an elephant rehab,Nature & Activities,3
beautifully designed but not overkemped i liked the fact the fountains do not work anymore and it all has a weathered feel working in harmony with nature not against it,Nature & Activities,0
lots of good resorts around making it an ideal place to chill out,Wellness & Relaxation,4
"The beach was clean and relaxing, and the nearby restaurants served delicious seafood.",Food & Dining,3
feel lucky to have found this excursion which we found easily manageable by road from our base in unawatuna,Transportation,2
however on a safari trip a few days later which began in the early morning darkness literally hundreds of jeeps took part in a race worthy of the title of the review looking for elephants and stuff we actually saw a leopard who was rather nonplussed at being surrounded by about 100 mihranda jeeps full of tourists taking photo is of him he was on top of a rock got up stretched and promptly went back to sleep,Transportation,2
also has a shop that sells beautiful souvenirs,Entertainment & Shopping,4
nice cup of tea afterwards and a very soft sell in the shop with really good prices,Entertainment & Shopping,4
30 and we were risking to remain in arugam bay no rooms were available so sharon decided to drive us with her own private car to ella,Transportation,0
The pool and massage were amazing; the room view was disappointing though.,Wellness & Relaxation,4
would advise to go one way at least by tuk tuk if you stay in trincomalee,Accommodation,1
the main street is lined with one bedbreakfast some bigger hotels starting to sprout about which hopefully will not do too much harm to the very chilled and relaxed not yet too overcrowded feel of arugam bay cafe imbiss restaurant bar surferboutique and cornershop next to the other which makes for perfect beachholiday strolling and hangingout picking up your breakfast before descending on to the gorgeous main beach which has a few great midday hangout spots sorting yourself with any snacks or beachwear utensils anytime enjoying one brilliant dinner after the other during your stay unless of course hideaway just keeps tempting you back in probably the most stressful decisionmaking aspect during our stay i can only wholeheartedly recommend a stay in arugam bay and here at hideaway enjoy,Accommodation,0
"The beach was clean and relaxing, and the nearby restaurants served delicious seafood.",Nature & Activities,3
if you get bored you can always walk to parrot rock and coconut hill which are easily accessible from here,Nature & Activities,2
kelaniya kalyani is mentioned in ramayana and in the buddhist chronicle the mahawansa which states that the gautama buddha 5th century because visited the place after which the dagaba of the temple was built,Religious & Historical,2
we also came upon elephant poo there are two elephants in the reserve,Nature & Activities,2
fot a vehicle if you are lazy to walk up the hill as we were,Transportation,1
"Shopping was fun, although the crowds were overwhelming in the afternoon.",Entertainment & Shopping,3
kandy lake is in the centre of the city a man made lake that is full of fish due to the no fishing policy the best way to sea it is to get a ride to one on the restaurants on the hill and have a leisurely lunch overlooking the lake which is adjacent to the garrison cemetery and the sacred tooth temple,Food & Dining,0
the beach was fantastic and because it is off season there were hardly any others around,Nature & Activities,0
it is not a difficult walk you just follow the road as it winds up the mountain,Nature & Activities,1
there are hundreds of varieties of fish that literally swim by you unforgettable experience,Nature & Activities,4
it is a very memorable experience to swim here while the sun is setting,Nature & Activities,4
"The historical museum was fascinating, but the walk to get there was exhausting.",Transportation,1
we stayed near hikkaduwa beach for a month and this was our sunset point almost everyday and each day it would be better than before beach right behind hikkaduwa trans hotel has few huge turtles visiting every day and one of them is named rosy by the local guides,Nature & Activities,2
we were lucky enough to see a large troupe of monkeys go barrelling down the hill crossing the road right in front of us,Transportation,2
The pool and massage were amazing; the room view was disappointing though.,Wellness & Relaxation,4
the park was so quiet we only saw one other jeep the whole afternoon which was so refreshing after our busy safari at kaudulla np,Wellness & Relaxation,2
however the climb is finally worthwhile,Nature & Activities,3
waves are not very tide,Nature & Activities,0
the anuradhapura bodhi tree is of particular importance for its history and sacred association yet one can find bo trees in temple areas throughout the country which are held in the highest reverence and respect,Religious & Historical,3
our guide processed us through the tour and told us the rolling machine was a cutter then offered us a cup of tea but seemed agitated when we actually wanted to drink it she eventually after about 5 minutes exclaimed that she was going to leave to take another tour which was a relief but instead remained awkwardly until my wife gave in and we left our tea and went to the shop to buy something and be released from our shadow,Entertainment & Shopping,0
"The beach was clean and relaxing, and the nearby restaurants served delicious seafood.",Nature & Activities,3
i would recommend for those who go to the water fall please do not walk down the rocks to get closer unless you are with a professional tour guide as the rocks can be very slippery,Nature & Activities,0
there is a rangers hut with an interesting display of the wildlife you may see,Nature & Activities,3
"It was peaceful near the temple in the early morning, despite the trash around the area.",Crowds & Sustainability,1
"The bus ride was long and uncomfortable, though the historical temple made it worth it.",Religious & Historical,3
nevertheless i personally like this stupa and its stone pillars around,Religious & Historical,0
it was nice to be able to stroll without the craziness of the tuk tuks on the main street,Transportation,1
a short walk around that museum made us wonder if we had wasted our money with tired displays of stuffed animals and half the museum seemingly closed off so it was a degree of trepidation that we walked around to the national museum,Nature & Activities,1
"Although the weather was hot, shopping and food were both amazing.",Entertainment & Shopping,4
"The beach was clean and relaxing, and the nearby restaurants served delicious seafood.",Food & Dining,3
The pool and massage were amazing; the room view was disappointing though.,Accommodation,1
"Traffic was terrible, but once we got there, the hike through the mountains was breathtaking.",Nature & Activities,4
a wonderful structure which must be visited whilst in anuradhapura,Religious & Historical,4
the only sour note for us were the pesky bureaucratic officials who were in charge of the place they pestered us for money for a personal tour and offered a cheaper entry ticket but stand your ground and stay firm in your refusal,Accommodation,0
island was fairly quiet when we arrived so we were soon out snorkling,Wellness & Relaxation,0
Our hotel room was small but very clean; the spa service was excellent.,Accommodation,2
Our hotel room was small but very clean; the spa service was excellent.,Wellness & Relaxation,4
supper food and service at airforce resort loved the crab curry lunch,Food & Dining,4
The pool and massage were amazing; the room view was disappointing though.,Wellness & Relaxation,4
unspoilt with some amazing wildlife a lovely quiet place as well,Wellness & Relaxation,3
Our hotel room was small but very clean; the spa service was excellent.,Wellness & Relaxation,4
the ticket is 2500 rupees and each activity is charged separately with average 750 rupees elephant bathing milk feeding,Nature & Activities,2
we get picked up outside our cinnamon red hotel by tuk tuk to go to the largest temple in colombo from galdari hotel,Accommodation,2
very interesting museum 200rup in take some an hour or two away from the beach and visit this place,Nature & Activities,4
this large rain forest is simply wonderful and i was so pleased that i had decided to stay for 3 days,Accommodation,4
i and my wife did not expect our polonnaruwa trip to be this awesome,Religious & Historical,0
The pool and massage were amazing; the room view was disappointing though.,Wellness & Relaxation,4
we got served twelve different curries all of them very tasty,Food & Dining,2
museums include the international buddhist museum dalada museum raja tusker museum and royal palace archaeological museum the temple is open for tourists from 5 30 am to 800 pm,Religious & Historical,2
a least not the coral that is alive,Nature & Activities,2
a must do on our agenda piled into the back of jeeps 5 seats headed into the national park on a fine day with the roof open no side wall giving great views,Nature & Activities,1
"Traffic was terrible, but once we got there, the hike through the mountains was breathtaking.",Transportation,0
this the most unique forest in sri lanka some of it is still primary forest,Nature & Activities,4
"The historical museum was fascinating, but the walk to get there was exhausting.",Religious & Historical,4
"The historical museum was fascinating, but the walk to get there was exhausting.",Transportation,1
arugam bay is a very quite and beautiful location if you want to get away from the city life it has some good surfing places national safari park nature reserves lakes rivers and lagoon people are super friendly foods and tasty and plenty with prices vary sandy beaches innocent faces and the thick jungles around with full of nature a place to spend some time to be perfect,Nature & Activities,4
our knowledgeable driver was our guide to this fascinating area,Transportation,4
"The historical museum was fascinating, but the walk to get there was exhausting.",Religious & Historical,4
galle fort area is really charming and historical for the area,Religious & Historical,3
"Traffic was terrible, but once we got there, the hike through the mountains was breathtaking.",Transportation,0
"The spa was peaceful, but the food was overpriced and bland.",Wellness & Relaxation,3
it is suggested that a cable car system could be installed for the pilgrims who are unable to climb all those steps,Nature & Activities,1
try the suicide blend nice gifts to purchase in the shop after sampling the numerous tea varieties,Entertainment & Shopping,3
such a peaceful place it is beautifully preserved with beautiful paintings inside the main temple telling the storey of buddha and the magnificent tree in the centre which is approximately 2500 years old,Religious & Historical,3
the temple features a large buddha statue flanked by smaller statues of followers a variation we have not seen before it strikes us as a nod to the hindu temples with their many colorful figures,Religious & Historical,1
i searched tea plantations around sri lanka before i went and this place caught my eye due to the reviews so i waited until we got to hikkaduwa and we decided to make a trip up as it would be very un sri lankan to not visit a tea plantation,Transportation,0
nice fort which kept those within alive during the tsunami,Religious & Historical,3
make sure you take water and suncream with you and maybe a snack too as a large part is of course waiting around to find the animals,Food & Dining,3
"It was peaceful near the temple in the early morning, despite the trash around the area.",Crowds & Sustainability,1
it is significant in recorded history as one of the tallest structures in the ancient world and the second tallest nonpyramidal buildings after pharos lighthouse of alexandria the height of the stupa is 400 feet 122 mmaking it the tallest stupa in the ancient world,Religious & Historical,2
do not let the 1850 steps out you off if you can get a tuktuk or driver to take you to the upper car park you are half way there after your first climb you have a few more but it is worth it for lovely views from stupa cave and nice breeze to refresh,Religious & Historical,1
"It was peaceful near the temple in the early morning, despite the trash around the area.",Religious & Historical,3
The pool and massage were amazing; the room view was disappointing though.,Accommodation,1
there are certainly some interesting exhibits and works of art but it was packed with school children and the fans in every room were not enough to keep the building comfortable,Entertainment & Shopping,0
nice point for stopping on the way tofrom main ella road,Transportation,3
"It was peaceful near the temple in the early morning, despite the trash around the area.",Religious & Historical,3
the drive up was completely beautiful so we still enjoyed some amazing views and there is a cute tea shop at the top with really good samosas,Food & Dining,4
"The bus ride was long and uncomfortable, though the historical temple made it worth it.",Transportation,1
recently reopened after the war there are leopards deer myriad birds mongooses elephants and many other fascinating wild animals to see,Nature & Activities,3
there are quite a few guys hanging around the hotel fence that bother people as soon as they come out onto the beach,Accommodation,1
"Traffic was terrible, but once we got there, the hike through the mountains was breathtaking.",Nature & Activities,4
the park is really nice but not a lott of people go there so it is good to relax and get away from the busy town,Wellness & Relaxation,0
if you climb the rock you have an amazing view of anuradhapura,Religious & Historical,4
