place,user_type,unsafe_review_percent,Wellness & Relaxation,Transportation,Food & Dining,Nature & Activities,Entertainment & Shopping,Accommodation,Crowds & Sustainability,Religious & Historical
Abhayagiri Dagaba,couple,0.0,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 33.33%; positive: 66.67%; very positive: 0.0%
Marble Beach,couple,0.0,very negative: 0.0%; negative: 0.0%; neutral: 50.0%; positive: 50.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 75.0%; positive: 25.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 75.0%; positive: 0.0%; very positive: 25.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
Marble Beach,family,0.0,very negative: 1.54%; negative: 0.0%; neutral: 96.92%; positive: 1.54%; very positive: 0.0%,very negative: 0.0%; negative: 1.54%; neutral: 96.92%; positive: 1.54%; very positive: 0.0%,very negative: 1.54%; negative: 1.54%; neutral: 93.85%; positive: 0.0%; very positive: 3.08%,very negative: 9.23%; negative: 6.15%; neutral: 47.69%; positive: 24.62%; very positive: 12.31%,very negative: 0.0%; negative: 0.0%; neutral: 98.46%; positive: 1.54%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 95.38%; positive: 1.54%; very positive: 3.08%,very negative: 1.54%; negative: 0.0%; neutral: 98.46%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
Marble Beach,group,0.0,very negative: 1.86%; negative: 0.62%; neutral: 93.17%; positive: 4.35%; very positive: 0.0%,very negative: 1.86%; negative: 1.86%; neutral: 94.41%; positive: 1.86%; very positive: 0.0%,very negative: 3.73%; negative: 1.86%; neutral: 84.47%; positive: 3.73%; very positive: 6.21%,very negative: 11.18%; negative: 4.97%; neutral: 57.14%; positive: 18.63%; very positive: 8.07%,very negative: 1.86%; negative: 0.62%; neutral: 95.65%; positive: 0.62%; very positive: 1.24%,very negative: 8.07%; negative: 1.24%; neutral: 82.61%; positive: 3.11%; very positive: 4.97%,very negative: 0.0%; negative: 0.0%; neutral: 99.38%; positive: 0.62%; very positive: 0.0%,very negative: 0.62%; negative: 0.62%; neutral: 98.14%; positive: 0.62%; very positive: 0.0%
Marble Beach,solo,0.0,very negative: 1.75%; negative: 1.75%; neutral: 92.98%; positive: 3.51%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 96.49%; positive: 3.51%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 98.25%; positive: 0.0%; very positive: 1.75%,very negative: 10.53%; negative: 8.77%; neutral: 52.63%; positive: 17.54%; very positive: 10.53%,very negative: 0.0%; negative: 1.75%; neutral: 98.25%; positive: 0.0%; very positive: 0.0%,very negative: 3.51%; negative: 0.0%; neutral: 91.23%; positive: 3.51%; very positive: 1.75%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
Marble Beach,unknown,0.0,very negative: 2.78%; negative: 0.0%; neutral: 92.59%; positive: 3.7%; very positive: 0.93%,very negative: 0.0%; negative: 0.0%; neutral: 93.52%; positive: 1.85%; very positive: 4.63%,very negative: 1.85%; negative: 1.85%; neutral: 88.89%; positive: 3.7%; very positive: 3.7%,very negative: 13.89%; negative: 6.48%; neutral: 49.07%; positive: 17.59%; very positive: 12.96%,very negative: 0.0%; negative: 0.0%; neutral: 98.15%; positive: 0.93%; very positive: 0.93%,very negative: 0.93%; negative: 1.85%; neutral: 90.74%; positive: 4.63%; very positive: 1.85%,very negative: 0.0%; negative: 0.0%; neutral: 99.07%; positive: 0.93%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
Martin Wickramasinghe Folk Museum Complex,couple,0.0,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
Martin Wickramasinghe Folk Museum Complex,family,0.0,very negative: 0.0%; negative: 0.0%; neutral: 83.33%; positive: 16.67%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 91.67%; positive: 8.33%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 8.33%; neutral: 83.33%; positive: 0.0%; very positive: 8.33%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 91.67%; positive: 8.33%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
Martin Wickramasinghe Folk Museum Complex,group,0.0,very negative: 0.0%; negative: 3.85%; neutral: 88.46%; positive: 7.69%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 88.46%; positive: 7.69%; very positive: 3.85%,very negative: 0.0%; negative: 0.0%; neutral: 96.15%; positive: 3.85%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 96.15%; positive: 3.85%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 92.31%; positive: 7.69%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 80.77%; positive: 15.38%; very positive: 3.85%
Martin Wickramasinghe Folk Museum Complex,solo,0.0,very negative: 0.0%; negative: 0.0%; neutral: 92.31%; positive: 0.0%; very positive: 7.69%,very negative: 0.0%; negative: 0.0%; neutral: 84.62%; positive: 15.38%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 84.62%; positive: 0.0%; very positive: 15.38%,very negative: 0.0%; negative: 0.0%; neutral: 92.31%; positive: 7.69%; very positive: 0.0%,very negative: 7.69%; negative: 7.69%; neutral: 84.62%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 84.62%; positive: 7.69%; very positive: 7.69%
Martin Wickramasinghe Folk Museum Complex,unknown,0.0,very negative: 0.0%; negative: 0.0%; neutral: 90.0%; positive: 5.0%; very positive: 5.0%,very negative: 0.0%; negative: 0.0%; neutral: 90.0%; positive: 5.0%; very positive: 5.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 90.0%; positive: 10.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 85.0%; positive: 10.0%; very positive: 5.0%,very negative: 0.0%; negative: 0.0%; neutral: 95.0%; positive: 5.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 95.0%; positive: 0.0%; very positive: 5.0%,very negative: 0.0%; negative: 0.0%; neutral: 90.0%; positive: 10.0%; very positive: 0.0%
Mihintale,couple,0.0,very negative: 0.0%; negative: 0.0%; neutral: 92.31%; positive: 7.69%; very positive: 0.0%,very negative: 7.69%; negative: 0.0%; neutral: 84.62%; positive: 7.69%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 84.62%; positive: 15.38%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 7.69%; negative: 7.69%; neutral: 69.23%; positive: 15.38%; very positive: 0.0%
Mihintale,family,0.0,very negative: 0.0%; negative: 0.0%; neutral: 92.31%; positive: 3.85%; very positive: 3.85%,very negative: 0.0%; negative: 0.0%; neutral: 92.31%; positive: 7.69%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 7.69%; neutral: 69.23%; positive: 23.08%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 3.85%; neutral: 80.77%; positive: 15.38%; very positive: 0.0%
Mihintale,group,1.44,very negative: 0.96%; negative: 0.48%; neutral: 96.65%; positive: 1.44%; very positive: 0.48%,very negative: 1.91%; negative: 0.48%; neutral: 91.39%; positive: 4.78%; very positive: 1.44%,very negative: 0.48%; negative: 0.0%; neutral: 98.56%; positive: 0.96%; very positive: 0.0%,very negative: 2.39%; negative: 3.35%; neutral: 81.34%; positive: 7.66%; very positive: 5.26%,very negative: 0.0%; negative: 0.48%; neutral: 99.52%; positive: 0.0%; very positive: 0.0%,very negative: 0.96%; negative: 0.0%; neutral: 98.56%; positive: 0.48%; very positive: 0.0%,very negative: 0.48%; negative: 0.0%; neutral: 99.04%; positive: 0.48%; very positive: 0.0%,very negative: 4.78%; negative: 3.35%; neutral: 74.16%; positive: 12.44%; very positive: 5.26%
Mihintale,solo,1.45,very negative: 1.45%; negative: 0.0%; neutral: 92.75%; positive: 4.35%; very positive: 1.45%,very negative: 0.0%; negative: 1.45%; neutral: 92.75%; positive: 4.35%; very positive: 1.45%,very negative: 0.0%; negative: 1.45%; neutral: 98.55%; positive: 0.0%; very positive: 0.0%,very negative: 15.94%; negative: 4.35%; neutral: 68.12%; positive: 8.7%; very positive: 2.9%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 1.45%; negative: 0.0%; neutral: 98.55%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 97.1%; positive: 2.9%; very positive: 0.0%,very negative: 8.7%; negative: 0.0%; neutral: 73.91%; positive: 15.94%; very positive: 1.45%
Mihintale,unknown,0.0,very negative: 0.46%; negative: 0.93%; neutral: 93.06%; positive: 3.7%; very positive: 1.85%,very negative: 0.93%; negative: 1.85%; neutral: 93.98%; positive: 2.78%; very positive: 0.46%,very negative: 0.0%; negative: 0.0%; neutral: 99.54%; positive: 0.46%; very positive: 0.0%,very negative: 5.09%; negative: 6.02%; neutral: 68.98%; positive: 15.28%; very positive: 4.63%,very negative: 0.0%; negative: 0.0%; neutral: 99.54%; positive: 0.0%; very positive: 0.46%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.46%; negative: 0.46%; neutral: 97.69%; positive: 0.93%; very positive: 0.46%,very negative: 2.78%; negative: 4.17%; neutral: 65.28%; positive: 22.22%; very positive: 5.56%
Minneriya National Park,couple,0.0,very negative: 7.69%; negative: 0.0%; neutral: 92.31%; positive: 0.0%; very positive: 0.0%,very negative: 23.08%; negative: 0.0%; neutral: 61.54%; positive: 7.69%; very positive: 7.69%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 7.69%; negative: 15.38%; neutral: 46.15%; positive: 23.08%; very positive: 7.69%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 7.69%; negative: 0.0%; neutral: 92.31%; positive: 0.0%; very positive: 0.0%,very negative: 7.69%; negative: 0.0%; neutral: 92.31%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
Minneriya National Park,family,0.0,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 4.62%; negative: 1.54%; neutral: 70.77%; positive: 15.38%; very positive: 7.69%,very negative: 0.0%; negative: 0.0%; neutral: 98.46%; positive: 0.0%; very positive: 1.54%,very negative: 4.62%; negative: 0.0%; neutral: 69.23%; positive: 16.92%; very positive: 9.23%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 98.46%; positive: 1.54%; very positive: 0.0%,very negative: 0.0%; negative: 1.54%; neutral: 98.46%; positive: 0.0%; very positive: 0.0%,very negative: 1.54%; negative: 0.0%; neutral: 98.46%; positive: 0.0%; very positive: 0.0%
Minneriya National Park,group,1.04,very negative: 0.52%; negative: 0.0%; neutral: 98.96%; positive: 0.26%; very positive: 0.26%,very negative: 4.95%; negative: 2.86%; neutral: 77.6%; positive: 9.9%; very positive: 4.69%,very negative: 0.26%; negative: 0.0%; neutral: 99.48%; positive: 0.26%; very positive: 0.0%,very negative: 6.77%; negative: 4.69%; neutral: 65.1%; positive: 15.89%; very positive: 7.55%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.52%; negative: 0.52%; neutral: 96.09%; positive: 2.6%; very positive: 0.26%,very negative: 0.78%; negative: 0.52%; neutral: 97.14%; positive: 1.3%; very positive: 0.26%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
Minneriya National Park,solo,0.0,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 5.56%; negative: 0.0%; neutral: 83.33%; positive: 11.11%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 16.67%; negative: 5.56%; neutral: 55.56%; positive: 11.11%; very positive: 11.11%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 2.78%; negative: 0.0%; neutral: 97.22%; positive: 0.0%; very positive: 0.0%,very negative: 2.78%; negative: 0.0%; neutral: 94.44%; positive: 2.78%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
Minneriya National Park,unknown,0.0,very negative: 1.49%; negative: 0.0%; neutral: 98.51%; positive: 0.0%; very positive: 0.0%,very negative: 1.49%; negative: 1.49%; neutral: 85.07%; positive: 10.45%; very positive: 1.49%,very negative: 0.0%; negative: 0.0%; neutral: 98.51%; positive: 0.0%; very positive: 1.49%,very negative: 8.96%; negative: 5.97%; neutral: 49.25%; positive: 25.37%; very positive: 10.45%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 2.99%; negative: 1.49%; neutral: 92.54%; positive: 2.99%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
Minneriya Tusker Safaris,family,0.0,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 15.38%; neutral: 61.54%; positive: 15.38%; very positive: 7.69%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 15.38%; negative: 0.0%; neutral: 61.54%; positive: 15.38%; very positive: 7.69%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 92.31%; positive: 7.69%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 92.31%; positive: 7.69%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
Minneriya Tusker Safaris,group,2.16,very negative: 0.0%; negative: 0.0%; neutral: 99.57%; positive: 0.43%; very positive: 0.0%,very negative: 6.03%; negative: 4.74%; neutral: 72.41%; positive: 8.19%; very positive: 8.62%,very negative: 0.43%; negative: 0.0%; neutral: 99.14%; positive: 0.0%; very positive: 0.43%,very negative: 6.47%; negative: 7.76%; neutral: 64.66%; positive: 12.5%; very positive: 8.62%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.43%; negative: 1.29%; neutral: 97.84%; positive: 0.43%; very positive: 0.0%,very negative: 0.43%; negative: 0.43%; neutral: 98.28%; positive: 0.86%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
Minneriya Tusker Safaris,solo,0.0,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 6.9%; negative: 10.34%; neutral: 68.97%; positive: 6.9%; very positive: 6.9%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 6.9%; negative: 0.0%; neutral: 68.97%; positive: 10.34%; very positive: 13.79%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
Minneriya Tusker Safaris,unknown,0.0,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 9.09%; negative: 3.64%; neutral: 67.27%; positive: 9.09%; very positive: 10.91%,very negative: 0.0%; negative: 0.0%; neutral: 98.18%; positive: 0.0%; very positive: 1.82%,very negative: 7.27%; negative: 3.64%; neutral: 63.64%; positive: 10.91%; very positive: 14.55%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 98.18%; positive: 0.0%; very positive: 1.82%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
Mirissa Beach,couple,0.0,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 11.76%; negative: 0.0%; neutral: 88.24%; positive: 0.0%; very positive: 0.0%,very negative: 5.88%; negative: 0.0%; neutral: 88.24%; positive: 0.0%; very positive: 5.88%,very negative: 0.0%; negative: 0.0%; neutral: 94.12%; positive: 5.88%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
Mirissa Beach,family,1.25,very negative: 0.0%; negative: 0.0%; neutral: 97.5%; positive: 1.25%; very positive: 1.25%,very negative: 0.0%; negative: 0.0%; neutral: 96.25%; positive: 1.25%; very positive: 2.5%,very negative: 3.75%; negative: 1.25%; neutral: 88.75%; positive: 1.25%; very positive: 5.0%,very negative: 13.75%; negative: 6.25%; neutral: 41.25%; positive: 25.0%; very positive: 13.75%,very negative: 1.25%; negative: 2.5%; neutral: 96.25%; positive: 0.0%; very positive: 0.0%,very negative: 2.5%; negative: 1.25%; neutral: 96.25%; positive: 0.0%; very positive: 0.0%,very negative: 2.5%; negative: 0.0%; neutral: 97.5%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
Mirissa Beach,group,1.61,very negative: 0.54%; negative: 0.54%; neutral: 96.24%; positive: 2.15%; very positive: 0.54%,very negative: 2.15%; negative: 0.54%; neutral: 94.09%; positive: 2.15%; very positive: 1.08%,very negative: 1.08%; negative: 1.61%; neutral: 87.1%; positive: 5.38%; very positive: 4.84%,very negative: 11.83%; negative: 7.53%; neutral: 47.85%; positive: 22.58%; very positive: 10.22%,very negative: 1.08%; negative: 0.54%; neutral: 95.16%; positive: 3.23%; very positive: 0.0%,very negative: 5.38%; negative: 1.08%; neutral: 89.25%; positive: 2.69%; very positive: 1.61%,very negative: 2.15%; negative: 0.54%; neutral: 95.16%; positive: 1.08%; very positive: 1.08%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
Mirissa Beach,solo,0.91,very negative: 0.0%; negative: 0.0%; neutral: 94.55%; positive: 3.64%; very positive: 1.82%,very negative: 0.0%; negative: 0.91%; neutral: 98.18%; positive: 0.91%; very positive: 0.0%,very negative: 0.91%; negative: 0.0%; neutral: 90.91%; positive: 4.55%; very positive: 3.64%,very negative: 10.91%; negative: 7.27%; neutral: 35.45%; positive: 20.91%; very positive: 25.45%,very negative: 1.82%; negative: 0.0%; neutral: 96.36%; positive: 1.82%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 98.18%; positive: 1.82%; very positive: 0.0%,very negative: 0.91%; negative: 0.0%; neutral: 98.18%; positive: 0.91%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
Mirissa Beach,unknown,1.05,very negative: 0.0%; negative: 1.05%; neutral: 93.68%; positive: 2.11%; very positive: 3.16%,very negative: 0.0%; negative: 0.0%; neutral: 97.37%; positive: 2.63%; very positive: 0.0%,very negative: 0.0%; negative: 2.11%; neutral: 86.32%; positive: 5.79%; very positive: 5.79%,very negative: 7.37%; negative: 3.68%; neutral: 34.21%; positive: 31.58%; very positive: 23.16%,very negative: 0.53%; negative: 0.0%; neutral: 96.84%; positive: 2.11%; very positive: 0.53%,very negative: 0.0%; negative: 0.53%; neutral: 96.84%; positive: 1.58%; very positive: 1.05%,very negative: 0.53%; negative: 0.0%; neutral: 98.42%; positive: 0.53%; very positive: 0.53%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
Mount Lavinia Beach,couple,0.0,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 4.55%; negative: 0.0%; neutral: 95.45%; positive: 0.0%; very positive: 0.0%,very negative: 4.55%; negative: 0.0%; neutral: 86.36%; positive: 4.55%; very positive: 4.55%,very negative: 0.0%; negative: 0.0%; neutral: 72.73%; positive: 18.18%; very positive: 9.09%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 4.55%; negative: 4.55%; neutral: 63.64%; positive: 18.18%; very positive: 9.09%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
Mount Lavinia Beach,family,0.0,very negative: 2.04%; negative: 0.0%; neutral: 93.88%; positive: 2.04%; very positive: 2.04%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 2.04%; neutral: 89.8%; positive: 6.12%; very positive: 2.04%,very negative: 2.04%; negative: 2.04%; neutral: 65.31%; positive: 22.45%; very positive: 8.16%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 4.08%; neutral: 83.67%; positive: 8.16%; very positive: 4.08%,very negative: 0.0%; negative: 2.04%; neutral: 95.92%; positive: 2.04%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 97.96%; positive: 2.04%; very positive: 0.0%
Mount Lavinia Beach,group,0.0,very negative: 0.74%; negative: 0.0%; neutral: 99.26%; positive: 0.0%; very positive: 0.0%,very negative: 1.48%; negative: 1.48%; neutral: 91.85%; positive: 3.7%; very positive: 1.48%,very negative: 2.96%; negative: 0.74%; neutral: 84.44%; positive: 6.67%; very positive: 5.19%,very negative: 5.93%; negative: 6.67%; neutral: 60.0%; positive: 17.78%; very positive: 9.63%,very negative: 0.0%; negative: 0.0%; neutral: 94.81%; positive: 3.7%; very positive: 1.48%,very negative: 1.48%; negative: 0.74%; neutral: 85.93%; positive: 8.15%; very positive: 3.7%,very negative: 1.48%; negative: 0.74%; neutral: 94.81%; positive: 2.22%; very positive: 0.74%,very negative: 0.0%; negative: 0.0%; neutral: 97.78%; positive: 0.74%; very positive: 1.48%
Mount Lavinia Beach,solo,3.8,very negative: 0.0%; negative: 1.27%; neutral: 97.47%; positive: 1.27%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 96.2%; positive: 1.27%; very positive: 2.53%,very negative: 5.06%; negative: 1.27%; neutral: 87.34%; positive: 5.06%; very positive: 1.27%,very negative: 15.19%; negative: 5.06%; neutral: 48.1%; positive: 17.72%; very positive: 13.92%,very negative: 0.0%; negative: 1.27%; neutral: 96.2%; positive: 1.27%; very positive: 1.27%,very negative: 5.06%; negative: 1.27%; neutral: 83.54%; positive: 3.8%; very positive: 6.33%,very negative: 0.0%; negative: 1.27%; neutral: 98.73%; positive: 0.0%; very positive: 0.0%,very negative: 2.53%; negative: 0.0%; neutral: 97.47%; positive: 0.0%; very positive: 0.0%
